name,salary,year
Tyler Zeller,"$2,616,975",2016
Jared Sullinger,"$2,569,260",2016
Drew Gooden,"$3,300,000",2016
KJ McDaniels,"$3,189,794",2016
Randy Foye,"$3,135,000",2016
Austin Rivers,"$3,110,796",2016
Meyers Leonard,"$3,075,880",2016
Jerryd Bayless,"$3,000,000",2016
Brandon Bass,"$3,000,000",2016
John Henson,"$2,943,221",2016
Luis Scola,"$2,900,000",2016
Kentavious Caldwell-Pope,"$2,891,760",2016
Brian Roberts,"$2,854,940",2016
Kirk Hinrich,"$2,854,940",2016
Stanley Johnson,"$2,841,960",2016
Omri Casspi,"$2,836,186",2016
Bismack Biyombo,"$2,814,000",2016
Sonny Weems,"$2,814,000",2016
Luke Ridnour,"$2,750,000",2016
Noah Vonleh,"$2,637,720",2016
Frank Kaminsky,"$2,612,520",2016
CJ McCollum,"$2,525,160",2016
Wesley Johnson,"$884,293",2014
Jordan Farmar,"$884,293",2014
DeJuan Blair,"$884,293",2014
E'Twaun Moore,"$884,293",2014
Rasual Butler,"$884,293",2014
Kenyon Martin,"$884,293",2014
Shaun Livingston,"$884,293",2014
Donald Sloan,"$884,293",2014
Devin Harris,"$884,293",2014
Garrett Temple,"$884,293",2014
Cole Aldrich,"$884,293",2014
Allen Crabbe,"$825,000",2014
Brian Roberts,"$788,872",2014
Aron Baynes,"$788,872",2014
Henry Sims,"$788,872",2014
Kent Bazemore,"$788,872",2014
Quincy Acy,"$788,872",2014
Kyle O'Quinn,"$788,872",2014
Patrick Beverley,"$788,872",2014
Robert Sacre,"$788,872",2014
Nazr Mohammed,"$884,293",2014
Earl Watson,"$884,293",2014
P.J. Tucker,"$884,293",2014
Aaron Brooks,"$884,293",2014
Xavier Henry,"$884,293",2014
Greg Oden,"$884,293",2014
Beno Udrih,"$884,293",2014
Mike Miller,"$884,293",2014
Julyan Stone,"$884,293",2014
Anthony Tolliver,"$884,293",2014
Draymond Green,"$875,500",2014
Elliot Williams,"$797,545",2014
Jeffery Taylor,"$788,872",2014
Will Barton,"$788,872",2014
Darius Miller,"$788,872",2014
Jae Crowder,"$788,872",2014
Mike Scott,"$788,872",2014
Khris Middleton,"$788,872",2014
Bernard James,"$788,872",2014
Andre Roberson,"$740,560",2014
Chuma Okeke,"$3,121,080",2021
Nickeil Alexander-Walker,"$3,113,160",2021
Donte DiVincenzo,"$3,044,160",2021
Trey Burke,"$3,000,000",2021
Aleksej Pokusevski,"$2,964,840",2021
Lonnie Walker IV,"$2,892,000",2021
Josh Green,"$2,816,760",2021
Alex Caruso,"$2,750,000",2021
Saddiq Bey,"$2,689,920",2021
Marko Guduric,"$2,625,000",2021
Brandon Clarke,"$2,602,920",2021
Tyler Herro,"$2,582,160",2021
Nene Hilario,"$2,564,753",2021
Manu Ginobili,"$2,500,000",2021
Tyrese Maxey,"$2,478,840",2021
Kendrick Perkins,"$2,445,085",2021
Tyler Zeller,"$2,436,046",2021
Darius Bazley,"$2,339,160",2021
Ty Jerome,"$2,303,040",2021
Mike Muscala,"$2,283,034",2021
Isaiah Stewart,"$3,121,080",2021
Patrick Patterson,"$3,077,704",2021
Khem Birch,"$3,000,000",2021
Ryan Arcidiacono,"$3,000,000",2021
Goga Bitadze,"$2,957,520",2021
Luka Samanic,"$2,892,000",2021
Kevin Huerter,"$2,761,920",2021
Matisse Thybulle,"$2,711,280",2021
Josh Okogie,"$2,651,040",2021
Vincent Poirier,"$2,619,207",2021
Precious Achiuwa,"$2,582,160",2021
Marc Gasol,"$2,564,753",2021
Grayson Allen,"$2,545,320",2021
Grant Williams,"$2,498,760",2021
Emeka Okafor,"$2,445,085",2021
Chandler Hutchison,"$2,443,440",2021
Aaron Holiday,"$2,345,640",2021
Bryn Forbes,"$2,337,145",2021
Zeke Nnaji,"$2,284,800",2021
Ben McLemore,"$2,283,034",2021
Aaron Holiday,"$3,980,551",2022
Jake Layman,"$3,940,185",2022
Justise Winslow,"$3,902,439",2022
Romeo Langford,"$3,804,360",2022
Chris Duarte,"$3,749,400",2022
Gabriel Deck,"$3,676,852",2022
Aaron Nesmith,"$3,631,200",2022
Moses Moody,"$3,562,200",2022
Cole Anthony,"$3,449,400",2022
Mike Muscala,"$3,365,385",2022
Michael Carter-Williams,"$3,300,000",2022
Isaiah Stewart,"$3,277,080",2022
Alperen Sengun,"$3,214,680",2022
Nicolas Batum,"$3,170,029",2022
Aleksej Pokusevski,"$3,113,160",2022
Trey Murphy III,"$3,053,760",2022
Sterling Brown,"$3,000,000",2022
Josh Green,"$2,957,520",2022
Matisse Thybulle,"$2,840,160",2022
Kai Jones,"$2,770,560",2022
Joshua Primo,"$3,946,800",2022
Anfernee Simons,"$3,938,818",2022
Kira Lewis Jr.,"$3,822,240",2022
Landry Shamet,"$3,768,342",2022
Alex Len,"$3,732,000",2022
Robert Williams III,"$3,661,976",2022
Sekou Doumbouya,"$3,613,680",2022
Boban Marjanovic,"$3,500,000",2022
Corey Kispert,"$3,383,640",2022
Georges Niang,"$3,300,000",2022
Chuma Okeke,"$3,277,080",2022
Nickeil Alexander-Walker,"$3,261,480",2022
Facundo Campazzo,"$3,200,000",2022
Trey Burke,"$3,150,000",2022
Goga Bitadze,"$3,098,400",2022
Frank Jackson,"$3,000,000",2022
Luka Samanic,"$2,959,080",2022
Tre Mann,"$2,901,240",2022
Saddiq Bey,"$2,824,320",2022
Brandon Clarke,"$2,726,880",2022
Elfrid Payton,"$2,505,720",2016
James Johnson,"$2,500,000",2016
Shelvin Mack,"$2,433,333",2016
Doug McDermott,"$2,380,440",2016
Evan Fournier,"$2,288,205",2016
Aaron Brooks,"$2,250,000",2016
Ramon Sessions,"$2,170,465",2016
Beno Udrih,"$2,170,465",2016
Kelly Olynyk,"$2,165,160",2016
Kendall Marshall,"$2,144,772",2016
Gary Neal,"$2,139,000",2016
Miles Plumlee,"$2,109,294",2016
David Lee,"$2,085,671",2016
Joe Ingles,"$2,050,000",2016
Perry Jones,"$2,038,206",2016
Festus Ezeli,"$2,008,748",2016
DeJuan Blair,"$2,000,000",2016
Adreian Payne,"$1,938,840",2016
Lucas Nogueira,"$1,842,000",2016
Terry Rozier,"$1,824,360",2016
Leandro Barbosa,"$2,500,000",2016
Justise Winslow,"$2,481,720",2016
Michael Carter-Williams,"$2,399,040",2016
Myles Turner,"$2,357,760",2016
Steven Adams,"$2,279,040",2016
Trey Lyles,"$2,239,800",2016
Danny Granger,"$2,170,465",2016
Steve Blake,"$2,170,465",2016
Zach LaVine,"$2,148,360",2016
Jeremy Lin,"$2,139,000",2016
Devin Booker,"$2,127,840",2016
Mo Williams,"$2,100,000",2016
Shabazz Muhammad,"$2,056,920",2016
T.J. Warren,"$2,041,080",2016
Cameron Payne,"$2,021,520",2016
Kent Bazemore,"$2,000,000",2016
Giannis Antetokounmpo,"$1,953,960",2016
Kelly Oubre Jr.,"$1,920,240",2016
Jusuf Nurkic,"$1,842,000",2016
Dennis Schroder,"$1,763,400",2016
Gary Neal,"$3,250,000",2015
Dorell Wright,"$3,150,000",2015
Chris Copeland,"$3,135,000",2015
Harrison Barnes,"$3,049,920",2015
Ben McLemore,"$3,026,280",2015
Kosta Koufos,"$3,000,000",2015
Randy Foye,"$3,000,000",2015
D.J. Augustin,"$3,000,000",2015
Julius Randle,"$2,997,360",2015
Furkan Aldemir,"$2,963,232",2015
Will Bynum,"$2,915,908",2015
Marco Belinelli,"$2,873,750",2015
Kentavious Caldwell-Pope,"$2,772,480",2015
Luke Ridnour,"$2,750,000",2015
Brian Roberts,"$2,732,000",2015
Jameer Nelson,"$2,732,000",2015
Kirk Hinrich,"$2,732,000",2015
Andre Drummond,"$2,568,360",2015
Noah Vonleh,"$2,524,200",2015
DeMarre Carroll,"$2,442,455",2015
Anthony Morrow,"$3,200,000",2015
Quincy Pondexter,"$3,146,068",2015
Klay Thompson,"$3,075,880",2015
Alec Burks,"$3,034,356",2015
Joel Freeland,"$3,013,512",2015
Travis Outlaw,"$3,000,000",2015
Jerryd Bayless,"$3,000,000",2015
Anthony Tolliver,"$3,000,000",2015
Markieff Morris,"$2,989,239",2015
Marcus Morris Sr.,"$2,943,221",2015
Kawhi Leonard,"$2,894,059",2015
Terrence Ross,"$2,793,960",2015
Nikola Vucevic,"$2,751,260",2015
Nik Stauskas,"$2,745,840",2015
Udonis Haslem,"$2,732,000",2015
Mike Miller,"$2,732,000",2015
Iman Shumpert,"$2,616,975",2015
Trey Burke,"$2,548,560",2015
James Johnson,"$2,500,000",2015
Austin Rivers,"$2,439,840",2015
Anfernee Simons,"$2,252,040",2021
Luke Kornet,"$2,250,000",2021
Nassir Little,"$2,210,640",2021
R.J. Hampton,"$2,193,040",2021
Dylan Windler,"$2,137,440",2021
John Konchar,"$2,100,000",2021
Jordan Poole,"$2,063,280",2021
Sean Kilpatrick,"$2,054,856",2021
Robert Williams III,"$2,029,920",2021
Jacob Evans,"$2,017,320",2021
Theo Maledon,"$2,000,000",2021
Damyean Dotson,"$2,000,000",2021
Omari Spellman,"$1,988,280",2021
Udoka Azubuike,"$1,977,000",2021
Malachi Flynn,"$1,950,600",2021
Jontay Porter,"$1,900,000",2021
Marquese Chriss,"$1,824,003",2021
DeAndre Liggins,"$1,795,015",2021
PJ Dozier,"$1,762,796",2021
Furkan Korkmaz,"$1,762,796",2021
Brad Wanamaker,"$2,250,000",2021
Brandon Jennings,"$2,222,803",2021
Payton Pritchard,"$2,193,480",2021
Edmond Sumner,"$2,160,000",2021
Immanuel Quickley,"$2,105,520",2021
Landry Shamet,"$2,090,040",2021
Bol Bol,"$2,058,240",2021
Keldon Johnson,"$2,048,040",2021
Bruno Caboclo,"$2,028,594",2021
Dzanan Musa,"$2,002,800",2021
Kenrich Williams,"$2,000,000",2021
Gary Clark,"$2,000,000",2021
Cameron Payne,"$1,977,011",2021
Jaden McDaniels,"$1,964,760",2021
Desmond Bane,"$1,936,440",2021
Jahlil Okafor,"$1,882,867",2021
David Nwaba,"$1,824,003",2021
Georges Niang,"$1,783,557",2021
Damion Lee,"$1,762,796",2021
Alfonzo McKinnie,"$1,762,796",2021
Elfrid Payton,"$3,332,340",2018
Doug McDermott,"$3,294,994",2018
Tarik Black,"$3,290,000",2018
Luke Kennard,"$3,275,280",2018
Dennis Smith Jr.,"$3,218,280",2018
Ekpe Udoh,"$3,200,000",2018
Marquese Chriss,"$3,073,800",2018
Seth Curry,"$3,028,410",2018
Justin Hamilton,"$3,000,000",2018
Tibor Pleiss,"$3,000,000",2018
Jakob Poeltl,"$2,947,320",2018
Thon Maker,"$2,799,720",2018
Domantas Sabonis,"$2,659,800",2018
Donovan Mitchell,"$2,621,280",2018
Delon Wright,"$2,536,898",2018
Dario Saric,"$2,526,840",2018
Justin Anderson,"$2,516,048",2018
Reggie Bullock,"$2,500,000",2018
Rondae Hollis-Jefferson,"$2,470,357",2018
Kendrick Perkins,"$2,445,085",2018
Rajon Rondo,"$3,300,000",2018
Tyreke Evans,"$3,290,000",2018
Anthony Tolliver,"$3,290,000",2018
Cameron Payne,"$3,263,294",2018
Kelly Oubre Jr.,"$3,208,630",2018
T.J. Warren,"$3,152,931",2018
Zach Collins,"$3,057,240",2018
Mindaugas Kuzminskas,"$3,025,035",2018
Tomas Satoransky,"$3,000,000",2018
Bam Adebayo,"$2,955,840",2018
Jusuf Nurkic,"$2,947,305",2018
Cedi Osman,"$2,775,000",2018
Jerian Grant,"$2,639,314",2018
Gary Harris,"$2,550,055",2018
D.J. Wilson,"$2,534,280",2018
Taurean Prince,"$2,526,840",2018
Manu Ginobili,"$2,500,000",2018
Bobby Portis,"$2,494,346",2018
Bruno Caboclo,"$2,451,225",2018
Trey Lyles,"$2,441,400",2018
Kyle Singler,"$4,996,000",2019
Mo Bamba,"$4,865,040",2019
Willie Cauley-Stein,"$4,696,875",2019
Lauri Markkanen,"$4,536,120",2019
Lance Stephenson,"$4,449,000",2019
Wendell Carter Jr.,"$4,441,200",2019
Alex Len,"$4,350,000",2019
Luc Mbah a Moute,"$4,320,500",2019
Kris Dunn,"$4,221,000",2019
Glenn Robinson III,"$4,075,000",2019
Stanley Johnson,"$3,940,402",2019
Dennis Smith Jr.,"$3,819,960",2019
J.J. Barea,"$3,710,850",2019
Zach Collins,"$3,628,920",2019
Mikal Bridges,"$3,552,960",2019
Jamal Murray,"$3,499,800",2019
Jodie Meeks,"$3,454,500",2019
Malik Monk,"$3,447,480",2019
Allonzo Trier,"$3,382,000",2019
Shai Gilgeous-Alexander,"$3,375,360",2019
Jonathan Isaac,"$4,969,080",2019
Anthony Tolliver,"$4,750,000",2019
Dragan Bender,"$4,661,280",2019
Kyle O'Quinn,"$4,449,000",2019
Ed Davis,"$4,449,000",2019
Justin Holiday,"$4,384,616",2019
Mike Scott,"$4,320,500",2019
Emmanuel Mudiay,"$4,294,480",2019
Frank Ntilikina,"$4,155,720",2019
Collin Sexton,"$4,068,600",2019
Buddy Hield,"$3,844,760",2019
Kevin Knox II,"$3,739,920",2019
Nene Hilario,"$3,651,480",2019
Frank Kaminsky,"$3,627,842",2019
Michael Beasley,"$3,500,000",2019
Rodney Hood,"$3,472,887",2019
Justise Winslow,"$3,448,926",2019
Myles Turner,"$3,410,284",2019
Brook Lopez,"$3,382,000",2019
Trey Lyles,"$3,364,249",2019
Miles Bridges,"$3,755,400",2020
Tyler Herro,"$3,640,200",2020
Stanley Johnson,"$3,623,000",2020
Thon Maker,"$3,569,643",2020
Allonzo Trier,"$3,551,000",2020
Domantas Sabonis,"$3,529,555",2020
T.J. McConnell,"$3,500,000",2020
DeMarcus Cousins,"$3,500,000",2020
Taurean Prince,"$3,481,986",2020
Bam Adebayo,"$3,454,080",2020
Denzel Valentine,"$3,377,569",2020
Sekou Doumbouya,"$3,285,120",2020
Troy Brown Jr.,"$3,219,480",2020
Zhaire Smith,"$3,058,800",2020
Quinn Cook,"$3,000,000",2020
Nickeil Alexander-Walker,"$2,964,840",2020
Cedi Osman,"$2,907,143",2020
Bryn Forbes,"$2,875,000",2020
T.J. Leaf,"$2,813,280",2020
Malik Beasley,"$2,731,714",2020
Jakob Poeltl,"$3,754,886",2020
Donovan Mitchell,"$3,635,760",2020
Jake Layman,"$3,581,986",2020
Jerome Robinson,"$3,567,720",2020
Danuel House Jr.,"$3,540,000",2020
Michael Beasley,"$3,500,000",2020
Boban Marjanovic,"$3,500,000",2020
Dario Saric,"$3,481,986",2020
Romeo Langford,"$3,458,400",2020
Michael Porter Jr.,"$3,389,400",2020
Juancho Hernangomez,"$3,321,030",2020
Justin Jackson,"$3,280,920",2020
Yogi Ferrell,"$3,150,000",2020
Khem Birch,"$3,000,000",2020
Ryan Arcidiacono,"$3,000,000",2020
D.J. Wilson,"$2,961,120",2020
Donte DiVincenzo,"$2,905,800",2020
Goga Bitadze,"$2,816,760",2020
Alex Caruso,"$2,750,000",2020
Lonnie Walker IV,"$2,689,920",2020
Diante Garrett,"$719,266",2014
Dwight Buycks,"$700,000",2014
Chris Douglas-Roberts,"$660,619",2014
Alexis Ajinca,"$635,880",2014
Isaiah Canaan,"$570,515",2014
Kendall Marshall,"$547,570",2014
Jamaal Franklin,"$535,000",2014
Carrick Felix,"$510,000",2014
Tony Mitchell,"$500,000",2014
Glen Rice Jr.,"$490,180",2014
James Southerland,"$490,180",2014
Brandon Davies,"$490,180",2014
Robert Covington,"$490,180",2014
Phil Pressey,"$490,180",2014
Robbie Hummel,"$490,180",2014
Dionte Christmas,"$490,180",2014
Gal Mekel,"$490,180",2014
Hollis Thompson,"$473,604",2014
Leandro Barbosa,"$410,936",2014
Chris Johnson,"$320,189",2014
Malcolm Thomas,"$702,233",2014
Hilton Armstrong,"$660,619",2014
D.J. Augustin,"$650,215",2014
James Johnson,"$634,610",2014
Jeremy Tyler,"$556,584",2014
Ricky Ledo,"$544,000",2014
Ray McCallum,"$524,616",2014
Nate Wolters,"$500,000",2014
Nick Calathes,"$490,180",2014
Matthew Dellavedova,"$490,180",2014
Peyton Siva,"$490,180",2014
Toure' Murry,"$490,180",2014
Ryan Kelly,"$490,180",2014
Ognjen Kuzmic,"$490,180",2014
Jeff Withey,"$490,180",2014
Ian Clark,"$490,180",2014
Erik Jay Murphy,"$490,180",2014
Hedo Turkoglu,"$473,357",2014
Luke Babbitt,"$387,995",2014
Shavlik Randolph,"$306,037",2014
CJ Miles,"$4,583,450",2017
Nerlens Noel,"$4,384,490",2017
Greivis Vasquez,"$4,347,826",2017
Dragan Bender,"$4,276,320",2017
Devin Harris,"$4,227,996",2017
Ben McLemore,"$4,008,882",2017
Leandro Barbosa,"$4,000,000",2017
Jordan Hill,"$4,000,000",2017
Lance Stephenson,"$4,000,000",2017
Dante Exum,"$3,940,320",2017
Mario Hezonja,"$3,909,840",2017
Thabo Sefolosha,"$3,850,000",2017
Nick Collison,"$3,750,000",2017
Kentavious Caldwell-Pope,"$3,678,319",2017
Patty Mills,"$3,578,948",2017
Willie Cauley-Stein,"$3,551,160",2017
Will Barton,"$3,533,333",2017
Buddy Hield,"$3,517,200",2017
Anthony Morrow,"$3,488,000",2017
Mike Scott,"$3,333,334",2017
Jameer Nelson,"$4,540,525",2017
Aaron Gordon,"$4,351,320",2017
Kristaps Porzingis,"$4,317,720",2017
Vince Carter,"$4,264,057",2017
J.J. Barea,"$4,096,950",2017
Lavoy Allen,"$4,000,000",2017
Kris Humphries,"$4,000,000",2017
Udonis Haslem,"$4,000,000",2017
James Johnson,"$4,000,000",2017
Kyle O'Quinn,"$3,918,750",2017
Kris Dunn,"$3,872,520",2017
Nemanja Bjelica,"$3,800,000",2017
Bojan Bogdanovic,"$3,730,653",2017
Quincy Pondexter,"$3,617,978",2017
Marcus Smart,"$3,578,880",2017
Drew Gooden,"$3,547,000",2017
Paul Pierce,"$3,527,920",2017
Mike Miller,"$3,500,000",2017
Trey Burke,"$3,386,598",2017
KJ McDaniels,"$3,333,333",2017
T.J. Leaf,"$2,407,560",2018
Shabazz Napier,"$2,361,360",2018
Devin Booker,"$2,319,360",2018
Denzel Valentine,"$2,280,600",2018
Justin Patton,"$2,247,480",2018
Brandon Jennings,"$2,222,803",2018
Kyle Anderson,"$2,151,704",2018
Juancho Hernangomez,"$2,076,840",2018
Kendall Marshall,"$2,048,257",2018
Jarrett Allen,"$2,034,120",2018
Kevin Seraphin,"$1,974,159",2018
Tyler Zeller,"$1,933,941",2018
Harry Giles III,"$1,859,400",2018
Eric Moreland,"$1,826,300",2018
Terrance Ferguson,"$1,785,000",2018
Caris LeVert,"$1,702,800",2018
Spencer Dinwiddie,"$1,656,092",2018
DeAndre' Bembry,"$1,634,640",2018
T.J. McConnell,"$1,600,520",2018
Tyler Lydon,"$1,579,440",2018
Justin Jackson,"$2,365,560",2018
Clint Capela,"$2,334,528",2018
John Collins,"$2,299,080",2018
Larry Nance Jr.,"$2,272,391",2018
Guerschon Yabusele,"$2,247,480",2018
Mo Williams,"$2,194,500",2018
Darius Miller,"$2,100,000",2018
Sean Kilpatrick,"$2,054,856",2018
O.G. Anunoby,"$2,034,120",2018
Terry Rozier,"$1,988,520",2018
Ante Zizic,"$1,952,760",2018
Rashad Vaughn,"$1,889,040",2018
Henry Ellenson,"$1,857,480",2018
Sam Dekker,"$1,794,600",2018
Furkan Korkmaz,"$1,740,000",2018
Malik Beasley,"$1,700,640",2018
Julyan Stone,"$1,656,092",2018
Richaun Holmes,"$1,600,520",2018
Dwight Buycks,"$1,600,520",2018
Archie Goodwin,"$1,577,230",2018
Shelvin Mack,"$2,433,333",2015
Elfrid Payton,"$2,397,840",2015
Meyers Leonard,"$2,317,920",2015
Doug McDermott,"$2,277,960",2015
Nick Collison,"$2,242,003",2015
Reggie Jackson,"$2,204,369",2015
Steven Adams,"$2,184,960",2015
Aron Baynes,"$2,077,000",2015
Jordan Farmar,"$2,077,000",2015
Danny Granger,"$2,077,000",2015
Steve Blake,"$2,077,000",2015
Kelly Olynyk,"$2,075,760",2015
Cory Joseph,"$2,023,261",2015
Kent Bazemore,"$2,000,000",2015
John Salmons,"$2,000,000",2015
John Henson,"$1,987,320",2015
T.J. Warren,"$1,953,120",2015
Giannis Antetokounmpo,"$1,873,200",2015
Jeff Ayres,"$1,828,750",2015
Jeremy Evans,"$1,794,871",2015
CJ McCollum,"$2,421,000",2015
Tobias Harris,"$2,380,594",2015
Michael Carter-Williams,"$2,300,040",2015
Kenneth Faried,"$2,249,768",2015
Brendan Haywood,"$2,213,668",2015
Jeremy Lamb,"$2,202,000",2015
Vitor Faverani,"$2,090,000",2015
Ramon Sessions,"$2,077,000",2015
C.J. Watson,"$2,077,000",2015
Beno Udrih,"$2,077,000",2015
Josh Smith,"$2,077,000",2015
Zach LaVine,"$2,055,840",2015
Jimmy Butler,"$2,008,748",2015
DeJuan Blair,"$2,000,000",2015
Elton Brand,"$2,000,000",2015
Shabazz Muhammad,"$1,971,960",2015
Maurice Harkless,"$1,887,840",2015
Adreian Payne,"$1,855,320",2015
Anthony Randolph,"$1,825,359",2015
Joffrey Lauvergne,"$1,790,281",2015
Precious Achiuwa,"$2,711,280",2022
Anthony Tolliver,"$2,692,991",2022
Grant Williams,"$2,617,800",2022
Keon Johnson,"$2,553,120",2022
Trey Lyles,"$2,500,000",2022
Isaiah Jackson,"$2,451,240",2022
Leandro Bolmaro,"$2,353,320",2022
Willy Hernangomez,"$2,327,220",2022
Nassir Little,"$2,316,240",2022
Josh Christopher,"$2,259,240",2022
Immanuel Quickley,"$2,210,640",2022
Quentin Grimes,"$2,168,760",2022
Bol Bol,"$2,161,152",2022
Payton Pritchard,"$2,137,440",2022
Bones Hyland,"$2,096,880",2022
Jaden McDaniels,"$2,063,280",2022
Cam Thomas,"$2,036,280",2022
Jaden Springer,"$2,023,800",2022
Theo Maledon,"$2,000,000",2022
Kenrich Williams,"$2,000,000",2022
Marc Gasol,"$2,692,991",2022
Jalen Johnson,"$2,659,580",2022
Tyrese Maxey,"$2,602,920",2022
Darius Bazley,"$2,513,040",2022
Zeke Nnaji,"$2,498,760",2022
Ty Jerome,"$2,412,840",2022
Usman Garuba,"$2,353,320",2022
Edmond Sumner,"$2,320,000",2022
R.J. Hampton,"$2,303,040",2022
Dylan Windler,"$2,239,200",2022
John Konchar,"$2,200,000",2022
Jordan Poole,"$2,161,440",2022
Keldon Johnson,"$2,145,720",2022
Jahlil Okafor,"$2,130,023",2022
Udoka Azubuike,"$2,075,880",2022
Malachi Flynn,"$2,048,040",2022
Desmond Bane,"$2,033,160",2022
Day'Ron Sharpe,"$2,009,040",2022
Jeremiah Robinson-Earl,"$2,000,000",2022
Abdel Nader,"$2,000,000",2022
James Young,"$1,749,840",2016
Ryan Kelly,"$1,724,250",2016
Zoran Dragic,"$1,706,225",2016
Sam Dekker,"$1,646,400",2016
Lou Amundson,"$1,635,476",2016
Gary Harris,"$1,584,480",2016
Tony Snell,"$1,535,880",2016
Delon Wright,"$1,509,360",2016
Shane Larkin,"$1,500,000",2016
Gorgui Dieng,"$1,474,440",2016
Caron Butler,"$1,449,187",2016
Mason Plumlee,"$1,415,520",2016
Bobby Portis,"$1,391,160",2016
Solomon Hill,"$1,358,880",2016
Rondae Hollis-Jefferson,"$1,335,480",2016
Tim Hardaway Jr.,"$1,304,520",2016
Shabazz Napier,"$1,294,440",2016
Sasha Kaun,"$1,276,000",2016
JaVale McGee,"$1,270,964",2016
Clint Capela,"$1,242,720",2016
Rashad Vaughn,"$1,733,040",2016
Joffrey Lauvergne,"$1,709,719",2016
Tyler Ennis,"$1,662,360",2016
Lance Thomas,"$1,636,842",2016
Sergey Karasev,"$1,599,840",2016
Jerian Grant,"$1,572,360",2016
Bruno Caboclo,"$1,524,000",2016
Wayne Ellington,"$1,500,000",2016
David West,"$1,499,187",2016
Mitch McGary,"$1,463,040",2016
Justin Anderson,"$1,449,000",2016
Jordan Adams,"$1,404,600",2016
Andrea Bargnani,"$1,362,897",2016
Rodney Hood,"$1,348,440",2016
Alonzo Gee,"$1,320,000",2016
Nikola Jokic,"$1,300,000",2016
Tyus Jones,"$1,282,080",2016
Cartier Martin,"$1,270,964",2016
Reggie Bullock,"$1,252,440",2016
Jarell Martin,"$1,230,840",2016
Ekpe Udoh,"$3,360,000",2019
Luke Kennard,"$3,275,280",2019
Troy Daniels,"$3,258,539",2019
Miles Bridges,"$3,206,640",2019
Tomas Satoransky,"$3,129,187",2019
Donovan Mitchell,"$3,111,480",2019
Jerome Robinson,"$3,046,200",2019
Yogi Ferrell,"$3,000,000",2019
Jakob Poeltl,"$2,947,320",2019
Justin Jackson,"$2,807,880",2019
Seth Curry,"$2,795,000",2019
Sam Dekker,"$2,760,095",2019
Justin Patton,"$2,667,600",2019
Domantas Sabonis,"$2,659,800",2019
Delon Wright,"$2,536,898",2019
Zhaire Smith,"$2,526,840",2019
Taurean Prince,"$2,526,840",2019
Manu Ginobili,"$2,500,000",2019
Bobby Portis,"$2,494,346",2019
Donte DiVincenzo,"$2,481,000",2019
Devin Booker,"$3,314,365",2019
Cameron Payne,"$3,263,294",2019
Kelly Oubre Jr.,"$3,208,630",2019
Marquese Chriss,"$3,206,160",2019
Bryn Forbes,"$3,125,000",2019
Terry Rozier,"$3,050,390",2019
Elfrid Payton,"$3,000,000",2019
Bam Adebayo,"$2,955,840",2019
Michael Porter Jr.,"$2,894,160",2019
Thon Maker,"$2,799,720",2019
Cedi Osman,"$2,775,000",2019
Troy Brown Jr.,"$2,749,080",2019
Guerschon Yabusele,"$2,667,600",2019
Jerian Grant,"$2,639,314",2019
D.J. Wilson,"$2,534,280",2019
Dario Saric,"$2,526,840",2019
Justin Anderson,"$2,516,048",2019
Reggie Bullock,"$2,500,000",2019
Dante Cunningham,"$2,487,000",2019
Rondae Hollis-Jefferson,"$2,470,357",2019
Dewayne Dedmon,"$300,000",2014
Danny Granger,"$249,683",2014
Jimmer Fredette,"$239,279",2014
Jarvis Varnado,"$171,696",2014
Mike Muscala,"$138,404",2014
D.J. White,"$104,028",2014
Chris Babb,"$77,852",2014
Damion James,"$68,902",2014
Jorge Gutierrez,"$54,785",2014
Othyus Jeffers,"$52,017",2014
Jared Cunningham,"$46,404",2014
Greg Smith,"$15,605",2014
Chris Wright,"$9,281",2014
Jason Collins,"$275,691",2014
Caron Butler,"$244,489",2014
Shannon Brown,"$188,438",2014
Troy Daniels,"$158,588",2014
Cartier Martin,"$104,034",2014
Justin Hamilton,"$98,036",2014
Ronnie Brewer,"$69,792",2014
Mike James,"$57,627",2014
Drew Gooden,"$52,017",2014
Lou Amundson,"$48,854",2014
Melvin Ely,"$29,788",2014
Josh Powell,"$13,958",2014
Lamar Odom,"$8,232",2014
Reggie Evans,"$1,768,653",2015
Jusuf Nurkic,"$1,762,680",2015
Zoran Dragic,"$1,706,225",2015
Dennis Schroder,"$1,690,680",2015
Pablo Prigioni,"$1,662,961",2015
Shane Larkin,"$1,606,080",2015
Sergey Karasev,"$1,533,840",2015
Ronny Turiaf,"$1,500,000",2015
Evan Fournier,"$1,483,920",2015
Bruno Caboclo,"$1,458,360",2015
Willie Green,"$1,448,490",2015
Mike James,"$1,448,490",2015
Gorgui Dieng,"$1,413,480",2015
Victor Claver,"$1,370,000",2015
Jordan Adams,"$1,344,120",2015
John Jenkins,"$1,312,920",2015
Ronnie Brewer,"$1,310,286",2015
Rodney Hood,"$1,290,360",2015
Tim Hardaway Jr.,"$1,250,640",2015
Pero Antic,"$1,250,000",2015
Lucas Nogueira,"$1,762,680",2015
Luigi Datome,"$1,750,000",2015
Tyler Zeller,"$1,703,760",2015
James Young,"$1,674,480",2015
Ryan Kelly,"$1,650,000",2015
Tyler Ennis,"$1,590,720",2015
Gary Harris,"$1,519,200",2015
Miroslav Raduljica,"$1,500,000",2015
Tony Snell,"$1,472,400",2015
Scotty Hopson,"$1,450,878",2015
